	Gene	Chromosome	TxStart	TxEnd
11765	WASHC5	8	126165402	126105690
1459	NSMCE2	8	126173276	126448543
14376	TRIB1	8	126511744	126519824
4105	FAM84B	8	127639648	127633868
10780	MYC	8	128817685	128822853
504	GSDMC	8	130868316	130829624
940	FAM49B	8	131097879	130922899
698	ASAP1	8	131483399	131133534
2580	ADCY8	8	132123854	131861728
3127	EFR3A	8	133021329	133094951
14130	KCNQ3	8	133562186	133210437
6642	LRRC6	8	133756995	133653630
5255	TMEM71	8	133842010	133791375
15968	PHF20L1	8	133856785	133929284
7074	TG	8	133948386	134216325
3575	SLA	8	134141628	134118155
12840	WISP1	8	134272493	134310751
14825	NDRG1	8	134378680	134318595
8555	ST3GAL1	8	134653344	134540326
4692	ZFAT	8	135794463	135559216
310	KHDRBS3	8	136538897	136729028
8433	FAM135B	8	139233829	139224286
7225	COL22A1	8	139995418	139669659
988	KCNK9	8	140784481	140693985
11069	CHRAC1	8	141590585	141596434
4957	AGO2	8	141714827	141610446
1464	PTK2	8	142080514	141737682
4739	DENND3	8	142207901	142275080
8845	GPR20	8	142437205	142436128
4849	PTP4A3	8	142501188	142510802
15565	TSNARE1	8	143482444	143291347
7259	ADGRB1	8	143542378	143623369
14533	ARC	8	143692835	143689411
1781	LY6K	8	143778532	143782613
3562	THEM6	8	143805689	143815345
15673	SLURP1	8	143820831	143819363
4791	LYPD2	8	143830954	143828630
15671	SLURP2	8	143848248	143842759
6478	LYNX1	8	143856641	143853544
11661	LY6D	8	143865010	143863299
12927	GML	8	143913218	143925264
13271	CYP11B1	8	143958238	143950776
11313	CYP11B2	8	143996261	143988976
11660	LY6E	8	144171299	144175199
11665	LY6H	8	144313116	144310706
9562	GPIHBP1	8	144366442	144370418
3786	ZFP41	8	144400483	144413384
15832	GLI4	8	144420981	144430474
2342	ZNF696	8	144444970	144451539
11329	TOP1MT	8	144488425	144462904
15815	MAFA	8	144583719	144582657
6268	ZC3H3	8	144694746	144590974
505	GSDMD	8	144711634	144716375
12799	EEF1D	8	144750726	144733040
13419	TIGD5	8	144751363	144753627
13613	PYCR3	8	144762887	144757531
12071	TSTA3	8	144770039	144765932
12913	ZNF623	8	144803096	144804902
24	ZNF707	8	144838649	144849514
4963	MAPK15	8	144870497	144876619
13971	FAM83H	8	144882798	144878091
5604	SCRIB	8	144969532	144945083
6409	PUF60	8	144983525	144970535
6004	NRBP2	8	144996188	144987904
14920	PLEC	8	145097032	145061308
2779	PARP10	8	145132583	145123315
42	GRINA	8	145136213	145139571
11443	SPATC1	8	145158579	145174002
5424	EXOSC4	8	145205509	145207538
1726	GPAA1	8	145209511	145213107
3261	CYC1	8	145221986	145224415
1684	MAF1	8	145231305	145234503
13609	HGH1	8	145264659	145411636
12845	SCX	8	145393450	145463275
3517	BOP1	8	145485928	145456863
5098	HSF1	8	145486090	145509187
8189	DGAT1	8	145521350	145510762
5374	SCRT1	8	145530751	145526934
13827	FBXL6	8	145552940	145549899
12634	SLC52A2	8	145553032	145555754
13492	ADCK5	8	145568538	145589259
3258	CPSF1	8	145605541	145589253
6228	SLC39A4	8	145613081	145608606
2220	VPS28	8	145624735	145619807
14027	TONSL	8	145640589	145624998
11126	CYHR1	8	145661657	145660015
6415	KIFC2	8	145662545	145670306
1583	FOXH1	8	145672526	145670316
8858	PPP1R16A	8	145692916	145698311
15597	GPT	8	145700232	145703357
14103	MFSD3	8	145705359	145707397
7987	LRRC14	8	145714198	145721365
16022	C8orf82	8	145725266	145722411
8584	ARHGAP39	8	145809696	145725370
12904	RPL8	8	145988533	145985958
6208	ZNF517	8	145995064	146006265
430	ZNF7	8	146023817	146039409
13029	COMMD5	8	146049220	146046641
7053	ZNF250	8	146097616	146077336
15245	ZNF16	8	146147012	146126574
14568	C8orf33	8	146248629	146252219
11435	FOXD4	9	108417	106234
2233	CBWD1	9	169032	111040
6081	C9orf66	9	205741	203461
6679	DOCK8	9	263047	455252
12463	KANK1	9	460293	736103
6433	DMRT1	9	831689	959088
6012	DMRT3	9	966963	981732
4535	SMARCA2	9	2005341	2183624
15355	VLDLR	9	2611802	2644485
7672	KCNV2	9	2707525	2719757
7185	PUM3	9	2828505	2794163
295	RFX3	9	3515983	3237036
3889	GLIS3	9	4142183	3817676
13274	SLC1A1	9	4480439	4577258
4498	PLPP6	9	4652293	4655258
10649	SPATA6L	9	4656423	4578826
13402	CDC37L1	9	4669668	4696501
5291	AK3	9	4731227	4701157
13446	RCL1	9	4782936	4851061
14606	JAK2	9	4975244	5117995
14146	INSL6	9	5175618	5153864
3411	INSL4	9	5221418	5223967
3607	RLN2	9	5294580	5289867
3606	RLN1	9	5329873	5324968
7676	PLGRKT	9	5427860	5347972
2642	CD274	9	5440558	5458475
6587	PDCD1LG2	9	5500569	5560398
6814	ERMP1	9	5823081	5774571
15146	MLANA	9	5880908	5899822
3236	KIAA2026	9	5944096	5909022
6513	RANBP6	9	6005618	6001019
10307	IL33	9	6231677	6247982
3741	TPD52L3	9	6318374	6321900
14486	UHRF2	9	6403150	6497051
1634	GLDC	9	6635650	6522468
5041	KDM4C	9	6748082	7165647
14317	DMAC1	9	7789799	7786492
3067	PTPRD	9	9008737	8307267
5739	TYRP1	9	12683448	12700258
13061	LURAP1L	9	12765011	12813058
9908	MPDZ	9	13240357	13096575
16029	NFIB	9	14303719	14077372
6356	ZDHHC21	9	14683469	14607027
9288	CER1	9	14712670	14710087
9633	FREM1	9	14900993	14727154
3495	TTC39B	9	15297244	15161560
756	SNAPC3	9	15412866	15452457
6234	PSIP1	9	15500250	15460643
763	CCDC171	9	15543096	15961897
5527	BNC2	9	16717995	16406401
10908	CNTLN	9	17226567	17493920
14724	SH3GL2	9	17569193	17787120
5428	ADAMTSL1	9	18464166	18713262
5060	SAXO1	9	19023184	18917892
3036	RRAGA	9	19039371	19041019
5946	HAUS6	9	19092902	19043141
12307	PLIN2	9	19117573	19105759
78	DENND4C	9	19288065	19362856
1851	RPS6	9	19370235	19366253
5339	SLC24A2	9	19776926	19505977
2744	MLLT3	9	20612450	20334967
10381	FOCAD	9	20648308	20985954
14427	HACD4	9	21021640	20996953
13908	IFNB1	9	21067943	21067103
5111	IFNW1	9	21132144	21130630
6297	IFNA21	9	21156619	21155635
15964	IFNA4	9	21177670	21176692
15961	IFNA7	9	21192204	21191467
10826	IFNA10	9	21197142	21196179
15076	IFNA16	9	21207310	21206371
15075	IFNA17	9	21218221	21217241
15077	IFNA14	9	21229978	21229338
15963	IFNA5	9	21295255	21294685
14871	KLHL9	9	21325371	21321019
15619	IFNA6	9	21340886	21340316
4476	IFNA13	9	21358075	21357422
15958	IFNA2	9	21375396	21374253
15953	IFNA8	9	21399132	21400174
15959	IFNA1	9	21430439	21431315
9138	IFNE	9	21472312	21470840
4050	MTAP	9	21792634	21855967
9393	CDKN2A	9	21965038	21957751
9391	CDKN2B	9	21999312	21992902
7869	DMRTA1	9	22436839	22442472
2089	ELAVL2	9	23811478	23681983
2264	TUSC1	9	25668438	25666967
2639	CAAP1	9	26882725	26830683
16023	PLAA	9	26925207	26895340
11867	IFT74	9	26946409	27052901
7985	LRRC19	9	26995670	26983587
12061	TEK	9	27099463	27220171
14591	EQTN	9	27287137	27274666
9133	IFNK	9	27514311	27516494
6750	MOB3B	9	27519850	27315207
2125	C9orf72	9	27563476	27550498
15581	LINGO2	9	28709303	27938527
13139	ACO1	9	32374649	32440830
14004	DDX58	9	32516322	32445704
12510	TOPORS	9	32542601	32530542
3996	GVQW1	9	32556786	32558619
14577	NDUFB6	9	32563182	32543522
11164	TAF1L	9	32625667	32619451
4445	TMEM215	9	32773496	32777397
7721	APTX	9	32980086	32962750
536	DNAJA1	9	33015208	33029062
3998	SMU1	9	33066644	33037230
3678	B4GALT1	9	33157231	33100641
12290	SPINK4	9	33230195	33238564
4720	BAG1	9	33254687	33245025
4128	CHMP5	9	33254999	33271511
12202	NFX1	9	33280509	33361154
7298	AQP7	9	33392517	33374947
4550	AQP3	9	33437590	33431161
8261	NOL6	9	33463854	33451451
9907	ANKRD18A	9	33514212	38561362
1896	PRSS3	9	33785558	33789228
8366	UBE2R2	9	33807181	33910399
1008	UBAP2	9	34038947	33911690
1715	DCAF12	9	34116736	34076385
2878	UBAP1	9	34169010	34242520
2577	KIF24	9	34249703	34242378
8440	NUDT2	9	34319503	34333696
12716	C9orf24	9	34371598	34369016
9532	FAM219A	9	34448568	34388187
2104	DNAI1	9	34448810	34510981
7172	ENHO	9	34513037	34511039
8202	CNTFR	9	34579722	34541430
11605	RPP25L	9	34602101	34600492
7242	DCTN3	9	34610496	34603548
2716	SIGMAR1	9	34627768	34624719
12655	GALT	9	34636634	34640571
10734	IL11RA	9	34643931	34651883
1115	CCL27	9	34652689	34651892
11576	CCL19	9	34681274	34679566
1109	CCL21	9	34700147	34699001
12060	FAM205A	9	34716325	34713051
9489	DNAJB5	9	34979784	34988428
8772	C9orf131	9	35032225	35035987
7650	VCP	9	35062564	35046560
5495	FANCG	9	35070013	35063834
740	PIGO	9	35086545	35078689
10912	STOML2	9	35093123	35089892
670	FAM214B	9	35105893	35094119
10897	UNC13B	9	35152058	35395331
6792	RUSC2	9	35480123	35551889
7400	TESK1	9	35595366	35600029
11374	CD72	9	35608408	35599975
15189	SIT1	9	35640947	35639296
6721	ARHGEF39	9	35655189	35651433
5516	CA9	9	35663914	35671152
4479	TPM2	9	35680053	35672922
13732	TLN1	9	35722128	35687333
11219	CREB3	9	35722316	35727004
1066	GBA2	9	35739225	35726863
13604	RGP1	9	35739348	35743073
13040	NPR2	9	35782405	35799709
14854	SPAG8	9	35802259	35797781
2163	HINT2	9	35805042	35802956
5901	FAM221B	9	35818744	35808428
11174	TMEM8B	9	35819267	35837231
15626	OR13J1	9	35860398	35859459
6988	HRCT1	9	35896188	35897138
14073	OR2S2	9	35948065	35947135
10212	RECK	9	36026915	36114448
1880	GLIPR2	9	36126741	36153901
2822	CCIN	9	36159390	36161320
1875	CLTA	9	36180971	36202055
5817	GNE	9	36239395	36207189
15483	RNF38	9	36390213	36329584
14706	MELK	9	36562904	36667678
8671	PAX5	9	37024476	36828530
14785	ZCCHC7	9	37110632	37348143
9344	GRHPR	9	37412687	37426986
14542	ZBTB5	9	37455396	37428110
9202	POLR1E	9	37475944	37493693
11343	TOMM5	9	37582568	37578416
9256	FRMPD1	9	37641051	37736901
10949	TRMT10B	9	37743812	37768035
5420	EXOSC3	9	37775065	37770307
1286	DCAF10	9	37791295	37853322
2165	SLC25A51	9	37894107	37877600
5072	ALDH1B1	9	38382701	38388655
231	IGFBPL1	9	38414444	38398990
10927	CNTNAP3	9	39278195	39074968
6936	ZNF658	9	40521346	40500695
14534	SPATA31A7	9	40886601	41423968
8958	ANKRD20A3	9	45164128	66460456
10045	FOXD4L4	9	67937386	67936135
2231	CBWD3	9	67998618	68144483
10047	FOXD4L3	9	68147336	68149554
9913	PGM5	9	68201368	68374205
3246	TMEM252	9	68385337	68381052
14493	PIP5K1B	9	68550169	68853645
4382	FAM122A	9	68624517	68628163
963	PRKACG	9	68858562	68857004
9460	FXN	9	68879897	68918506
4507	TJP2	9	69018634	69099672
1366	FAM189A2	9	69173794	69236922
2196	APBA1	9	69516776	69274755
4154	C9orf135	9	69665284	69750701
14888	MAMDC2	9	69888073	70071444
12897	SMC5	9	70103458	70196886
15344	KLF9	9	70259127	70229068
7705	TRPM3	9	70713528	70628332
7903	CEMIP2	9	71612947	71528040
3186	ABHD17B	9	71755401	71706921
7271	C9orf85	9	71755976	71817923
9345	MT-CO3	9	71756108	71827712
13077	C9orf57	9	71905053	71895852
11743	GDA	9	71993846	72096693
784	ZFAND5	9	72209446	72198927
358	TMC1	9	72366270	72680821
12208	ALDH1A1	9	72797523	72745141
10410	ANXA1	9	72996334	73014861
3617	RORB	9	74341805	74531669
7701	TRPM6	9	74731817	74568691
5453	C9orf40	9	74797356	74791431
9705	CARNMT1	9	74872864	74827426
10360	NMRK1	9	74932652	74905669
2274	OSTF1	9	74933012	74991315
2042	PCSK5	9	75735174	76037889
719	GCNT1	9	76303699	76351884
5858	PRUNE2	9	76750557	76667736
10474	FOXB2	9	76864124	76865423
1004	VPS13A	9	77021914	77261953
1026	GNA14	9	77492777	77268102
1640	GNAQ	9	77875746	77564746
6557	PSAT1	9	78141612	78174561
3196	TLE4	9	79416431	79571210
3191	TLE1	9	81533150	81428582
6583	SPATA31D4	9	81772951	81779467
15874	SPATA31D1	9	81833240	81839720
9867	RASEF	9	82907597	82826877
12978	IDNK	9	83467519	83488592
15012	UBQLN1	9	83552422	83505905
10627	GKAP1	9	83662211	83583891
2578	KIF27	9	83765896	83681170
6082	C9orf64	9	83801186	83783230
11915	HNRNPK	9	83825073	83812645
985	RMI1	9	83825266	83848539
11739	SLC28A3	9	84212967	84122645
798	NTRK2	9	84514179	84866963
5161	NAA35	9	85785614	85866757
7608	GOLM1	9	85943979	85870615
9337	C9orf153	9	86104073	86071780
1898	ISCA1	9	86127044	86109015
14786	ZCCHC6	9	86198923	86132203
10303	GAS1	9	86791658	86788831
15022	DAPK1	9	87341696	87553100
5653	CTSL	9	87570533	87575862
14225	SPATA31E1	9	87727325	87733366
9553	CDK20	9	87819171	87810914
13753	NXNL2	9	88379573	88420255
5456	C9orf47	9	88835396	88840609
5487	S1PR3	9	88835915	88849478
1570	SHC3	9	89023236	88857624
4547	CKS2	9	89155666	89161171
13760	SECISBP2	9	89162989	89204108
14045	SEMA4D	9	89324165	89221705
13147	GADD45G	9	89449481	89451021
9615	DIRAS2	9	90484662	90451667
1348	SYK	9	90643624	90738036
9250	AUH	9	91203730	91055670
2114	NFIL3	9	91265699	91250883
5387	ROR2	9	91791999	91564438
172	SPTLC1	9	91957245	91920900
1183	IARS	9	92135511	92052179
14351	CENPP	9	92167295	92456990
8256	NOL8	9	92167393	92139195
5568	OGN	9	92246397	92225815
3522	OMD	9	92266115	92256092
7253	ASPN	9	92324343	92298045
4781	ECM2	9	92377807	92337153
3244	IPPK	9	92512102	92455020
4051	BICD2	9	92606638	92553200
12942	ZNF484	9	92719825	92687909
14475	FGD3	9	92789436	92878069
5893	SUSD3	9	92900543	92926969
11484	CARD19	9	92938054	92955119
8559	NINJ1	9	92976125	92963334
7317	WNK2	9	93026766	93162409
4961	FAM120A	9	93293727	93407946
16008	FAM120AOS	9	93295429	93288337
10650	PHF2	9	93418584	93521420
7718	PTPDC1	9	93872630	93951691
10367	ZNF169	9	94120594	94143279
13012	MFSD14B	9	94282852	94302750
12757	FBP2	9	94435630	94400559
2456	FBP1	9	94481358	94444977
11842	C9orf3	9	94568537	94928995
5499	FANCC	9	95159546	94940890
478	PTCH1	9	95350386	95285954
8962	ERCC6L2	9	95717537	95856400
3366	HSD17B3	9	96143989	96077143
2713	SLC35D2	9	96225492	96162543
1848	ZNF367	9	96260224	96229790
563	HABP4	9	96291991	96332407
10640	CDC14B	9	96461667	96344422
1063	AAED1	9	96497154	96483088
4632	ZNF510	9	96619883	96597701
13788	ZNF782	9	96695944	96658827
4137	MFSD14C	9	96855417	96787883
5673	CTSV	9	96881094	96874491
12826	CCDC180	9	97080333	97219124
2808	TDRD7	9	97253862	97337958
14586	TMOD1	9	97365991	97443085
14104	TSTD2	9	97475154	97441923
15	NCBP1	9	97475462	97513466
227	XPA	9	97539194	97516746
12159	FOXE1	9	97695091	97698551
9618	TRMO	9	97764407	97746326
11609	HEMGN	9	97786689	97768627
10081	ANP32B	9	97825197	97857776
1495	NANS	9	97898575	97924912
12245	TRIM14	9	97961035	97926191
15663	CORO2A	9	98014729	97966032
10876	TBC1D2	9	98097417	98040875
11041	GABBR2	9	98551034	98129920
3903	ANKS6	9	98638050	98573856
14074	GALNT12	9	98649535	98691916
2070	COL15A1	9	98785744	98912613
10491	TGFBR1	9	98946966	98991862
3971	ALG2	9	99063791	99058262
6621	SEC61B	9	99064124	99072455
6955	NR4A3	9	99663691	99708728
13706	STX17	9	99748520	99812176
3983	ERP44	9	99940885	99821018
8914	INVS	9	99941065	100142981
8478	TEX10	9	100194729	100143923
2071	MSANTD3	9	100269196	100293066
10851	TMEFF1	9	100315271	100419469
936	CAVIN4	9	100419998	100429726
8980	PLPPR1	9	100870585	101166971
5353	BAAT	9	101226842	101202623
10100	MRPL50	9	101240451	101231803
6459	ZNF189	9	101240717	101252497
15777	ALDOB	9	101277660	101263213
4925	TMEM246	9	101329030	101317163
7276	RNF20	9	101375687	101405180
14033	PPP3R2	9	101436758	101435924
9305	GRIN3A	9	101580417	101411189
12387	CYLC2	9	102837217	102860325
10231	SMC2	9	103936161	103981492
12217	OR13F1	9	104346098	104347058
5148	OR13C4	9	104369045	104368088
5153	OR13C3	9	104378649	104377605
5157	OR13C8	9	104411003	104411966
12580	OR13C5	9	104441249	104440292
5152	OR13C2	9	104447463	104446506
5158	OR13C9	9	104460040	104459083
6025	OR13D1	9	104536257	104537298
13828	NIPSNAP3A	9	104589523	104601958
13830	NIPSNAP3B	9	104606005	104615845
15221	ABCA1	9	104731031	104623395
10358	SLC44A1	9	105086662	105233235
4820	FSD1L	9	105290006	105390940
846	FKTN	9	105399978	105482953
6777	TAL2	9	105504332	105504659
6765	TMEM38B	9	105536379	105616999
11248	ZNF462	9	106704932	106853349
15923	RAD23B	9	107125098	107174025
13226	KLF4	9	107331010	107326692
4275	ACTL7B	9	108697765	108696425
13705	ACTL7A	9	108704157	108705590
2855	ELP1	9	108775951	108709355
3195	FAM206A	9	108776015	108782790
5130	CTNNAL1	9	108855319	108784405
15544	EPB41L4B	9	109162799	109083305
8677	PTPN3	9	109305289	109220072
1382	PALM2	9	109482622	109788522
1072	AKAP2	9	109622143	110014344
9338	C9orf152	9	110049469	110041402
10936	TXN	9	110098333	110085864
12635	TXNDC8	9	110179643	110145423
7609	MUSK	9	110510693	110642833
5541	LPAR1	9	110879920	110715610
2477	OR2K2	9	111170268	111169317
12941	ZNF483	9	111366993	111419679
9140	PTGR1	9	111441266	111404807
14922	DNAJC25	9	111473217	111496182
2286	GNG10	9	111503450	111512062
6632	C9orf84	9	111625328	111579727
65	UGCG	9	111738760	111774986
5894	SUSD1	9	112017111	111882616
7914	PTBP3	9	112174861	112065382
8872	HSDL2	9	112221905	112314239
13431	KIAA1958	9	112328802	112502261
4607	INIP	9	112559942	112528347
13375	SLC46A2	9	112732600	112720755
11445	ZFP37	9	112898551	112883728
8644	SLC31A2	9	112992850	113005958
8643	SLC31A1	9	113063421	113106325
4338	PRPF4	9	113117514	113134608
15359	RNF183	9	113140874	113139287
3177	WDR31	9	113182121	113157484
14744	BSPRY	9	113191374	113213059
978	HDHD3	9	113217895	113215251
3948	ALAD	9	113243096	113228152
15681	POLE3	9	113252506	113249074
5454	C9orf43	9	113252575	113271431
4807	RGS3	9	113286564	113439571
4704	ZNF618	9	113718115	113892017
3785	AMBP	9	113920269	113901963
4384	KIF12	9	113940891	113933473
4924	COL27A1	9	113997784	114152529
8382	ORM1	9	114164889	114168311
13339	ORM2	9	114171622	114175090
13607	AKNA	9	114236239	114177998
7425	WHRN	9	114347259	114243914
10645	ATP6V1G1	9	114429579	114440206
12107	TMEM268	9	114453193	114487518
10440	TNFSF15	9	114633942	114631165
15434	TNFSF8	9	114772324	114744677
15033	TNC	9	114932978	114862366
4127	DEC1	9	114983650	115244477
6151	PAPPA	9	115995624	116244153
2372	ASTN2	9	116529067	116267060
12816	TRIM32	9	116529162	116542582
5917	TLR4	9	117546137	117557607
11029	BRINP1	9	119211255	119008461
1213	CDK5RAP2	9	120421952	120230701
4487	FBXW2	9	120635201	120606004
15233	PSMD5	9	120684760	120657887
14510	PHF19	9	120719160	120711407
12226	TRAF1	9	120768727	120744225
8740	C5	9	120892108	120794168
5073	CNTRL	9	120930127	121019442
4515	RAB14	9	121043640	121019968
14680	GSN	9	121109960	121174674
7404	STOM	9	121212099	121180910
3505	DAB2IP	9	121541202	121627361
15998	TTLL11	9	121935117	121663845
5783	NDUFA8	9	122001652	121985893
2102	MORN5	9	122001743	122041915
1081	LHX6	9	122070538	122044413
10905	RBM18	9	122106644	122083337
14628	MRRF	9	122112680	122165294
13597	PTGS1	9	122212782	122237535
6485	OR1J1	9	122319759	122318790
11312	OR1J2	9	122352634	122353576
9954	OR1J4	9	122360973	122361915
5310	OR1N1	9	122369126	122368190
5309	OR1N2	9	122395002	122395995
4722	OR1L8	9	122410310	122409380
315	OR1Q1	9	122456570	122457515
4133	OR1B1	9	122471368	122470411
11797	OR1L1	9	122503398	122504481
11804	OR1L3	9	122516962	122517937
4726	OR1L4	9	122565822	122566758
4727	OR1L6	9	122591572	122592616
13644	OR5C1	9	122630765	122631728
14737	OR1K1	9	122641955	122642906
3014	PDCL	9	122670364	122661770
3141	RC3H2	9	122734765	122695629
7927	ZBTB6	9	122755163	122749888
10595	ZBTB26	9	122773333	122759932
1467	RABGAP1	9	122782870	122946250
9157	GPR21	9	122876399	122877449
14079	STRBP	9	123110397	122966873
12056	CRB2	9	123198002	123220586
9086	DENND1A	9	123771971	123243423
5113	LHX2	9	123853442	123874996
13998	NEK6	9	124099802	124194271
7897	PSMB7	9	124257275	124195298
5515	ADGRD2	9	124292976	124318933
3105	NR5A1	9	124349253	124323069
6017	NR6A1	9	124613130	124364256
13888	OLFML2A	9	124642706	124656719
5083	RPL35	9	124703794	124699716
11681	ARPC5L	9	124711037	124719249
15819	GOLGA1	9	124782911	124720182
15743	SCAI	9	124985329	124794620
4675	PPP6C	9	125031619	124990962
5782	RABEPK	9	125042610	125075991
8140	HSPA5	9	125083163	125076687
3092	GAPVD1	9	125103664	125206843
5067	MAPKAP1	9	125549034	125363304
459	PBX3	9	125589219	125809207
1905	LMX1B	9	126456351	126538284
10065	ZBTB43	9	126646914	126677050
2897	ZBTB34	9	126702497	126727691
15651	RALGPS1	9	126756606	127064997
10138	ANGPTL2	9	126964598	126929181
10237	GARNL3	9	127106699	127235380
13332	SLC2A8	9	127239018	127249715
15807	ZNF79	9	127266214	127287204
1974	RPL12	9	127293238	127289508
11803	LRSAM1	9	127293570	127345332
10382	FAM129B	9	127410778	127347176
5477	STXBP1	9	127454121	127534549
12064	PTRH1	9	127557490	127555780
8633	TTC16	9	127557911	127573433
13405	TOR2A	9	127577111	127573357
10657	SH2D3C	9	127613105	127580578
5540	CDK9	9	127627890	127631917
3887	FPGS	9	127644728	127655892
13381	ENG	9	127696340	127656849
5293	AK1	9	127719494	127709674
2970	ST6GALNAC6	9	127741425	127727154
15267	ST6GALNAC4	9	127758765	127749719
1253	PIP5KL1	9	127769324	127763361
11656	DPM2	9	127779689	127776935
3917	FAM102A	9	127792547	127782713
6615	NAIF1	9	127908945	127903073
11562	SLC25A25	9	127910032	127951078
15859	PTGES2	9	127970028	127962526
13467	LCN2	9	127991271	127995288
11944	C9orf16	9	128002188	128005756
3234	CIZ1	9	128046216	128007897
15820	GOLGA2	9	128103395	128098713
9230	TRUB2	9	128164251	128150949
1803	COQ4	9	128164368	128175905
5281	SLC27A4	9	128182393	128203055
6180	URM1	9	128213193	128232566
6509	CERCAM	9	128262670	128279177
10836	ODF2	9	128297985	128342792
11334	GLE1	9	128346524	128384133
15357	SPTAN1	9	128394422	128475492
14364	WDR34	9	128498620	128475493
13429	SET	9	128525709	128538221
3799	PKN3	9	128544355	128562752
2035	ZDHHC12	9	128565943	128562712
8233	ZER1	9	128613752	128571619
13955	TBC1D13	9	128629164	128652264
1503	ENDOG	9	128660332	128664509
2350	SPOUT1	9	128671639	128663898
14114	KYAT1	9	128689475	128674967
4770	LRRC8A	9	128724000	128759869
6032	PHYHD1	9	128763240	128783870
2745	NUP188	9	128789530	128848928
4832	DOLK	9	128789566	128787362
9321	SH3GLB2	9	128870112	128849871
13868	MIGA2	9	128878806	128913904
77	DOLPP1	9	128922959	128932270
5457	CRAT	9	128950849	128936628
15462	PTPA	9	128953166	128990777
4502	IER5L	9	129020071	129018521
4531	C9orf50	9	129462609	129454059
6136	NTMT1	9	129467988	129477433
12262	ASB6	9	129483998	129476436
5687	PRRX2	9	129507473	129564503
12872	PTGES	9	129594898	129580165
10790	TOR1B	9	129644985	129653114
4545	TOR1A	9	129665937	129663209
2139	C9orf78	9	129677076	129669122
14293	USP20	9	129677302	129723661
14939	FNBP1	9	129884981	129729019
1840	GPR107	9	129895757	129977956
12958	NCS1	9	130014410	130078457
14	ASS1	9	130349825	130406214
1360	FUBP3	9	130484540	130543293
3823	PRDM12	9	130569534	130587938
5419	EXOSC2	9	130598730	130609808
11896	ABL1	9	130618821	130792614
4644	QRFP	9	130798779	130798368
14679	FIBCD1	9	130843791	130807454
9738	AIF1L	9	131001465	131028093
13565	NUP214	9	131030534	131138644
3452	FAM78A	9	131181460	131163019
4497	PLPP7	9	131194677	131214201
3942	POMT1	9	131407865	131428746
1122	UCK1	9	131436209	131428744
5164	RAPGEF1	9	131614783	131481718
14656	MED27	9	131984807	131765052
10090	NTNG2	9	132066616	132147773
9245	SETX	9	132259926	132168836
9756	TTF1	9	132311775	132280492
15595	CFAP77	9	132315164	132478229
8693	BARHL1	9	132487546	132495194
12086	GTF3C4	9	132575281	132594369
9838	DDX31	9	132575342	132542803
15675	SPACA9	9	132783303	132794972
15085	AK8	9	132783752	132630518
10223	TSC1	9	132849574	132815940
1235	GFI1B	9	132883651	132896636
12085	GTF3C5	9	132935666	132963440
7436	CEL	9	132966918	132976802
2428	RALGDS	9	133026115	133002661
13931	GBGT1	9	133068855	133057895
8019	OBP2B	9	133114182	133110232
3438	ABO	9	133180159	133160606
15648	SURF6	9	133232598	133227106
14653	MED22	9	133244526	133237309
6837	RPL7A	9	133244622	133247834
15642	SURF1	9	133252915	133248219
15645	SURF2	9	133252981	133257586
15647	SURF4	9	133272509	133259299
15745	STKLD1	9	133272837	133300773
3326	REXO4	9	133312718	133300741
12621	ADAMTS13	9	133316673	133354061
5240	CACFD1	9	133354642	133365462
13333	SLC2A6	9	133373772	133365773
16007	ADAMTSL2	9	133429528	133470194
12289	DBH	9	133531038	133554020
225	SARDH	9	133634596	133558235
5990	VAV2	9	133886959	133658626
533	BRD3	9	133962646	133930705
10997	WDR5	9	134030763	134054647
7518	COL5A1	9	134759596	134960684
3685	FCN2	9	134998602	135005311
3686	FCN1	9	135035656	135027380
7745	OLFM1	9	135193115	135238968
12686	PPP1R26	9	135597592	135606684
12728	MRPS2	9	135618498	135622462
8222	C9orf116	9	135619525	135612972
13465	LCN1	9	135639230	135644323
8020	OBP2A	9	135663929	135667747
6181	PAEP	9	135679548	135684567
14903	SOHLH1	9	135817319	135811197
7108	KCNT1	9	135819975	135910937
2030	CAMSAP1	9	136000688	135927372
6124	UBAC1	9	136079171	136050760
1000	NACC2	9	136213076	136129149
14135	LHX3	9	136320949	136314040
14100	QSOX2	9	136344667	136324127
10704	GPSM1	9	136504741	136528509
8362	CARD9	9	136543933	136534245
10799	SNAPC4	9	136569086	136545865
14958	SDCCAG3	9	136580758	136572213
1237	PMPCA	9	136580952	136594049
8960	INPP5E	9	136610093	136598907
5027	NOTCH1	9	136716075	136664733
12803	EGFL7	9	136833213	136842966
8777	AGPAT2	9	136857682	136843432
8369	FAM69B	9	136882866	136894324
4408	LCN10	9	136913192	136909813
636	LCN6	9	136918817	136914308
13755	LCN8	9	136928568	136924676
4404	LCN15	9	136934802	136929922
404	TMEM141	9	136961643	136963545
10219	CCDC183	9	136969703	136978029
4533	RABL6	9	136978210	137011476
1083	PHPT1	9	137019698	137021310
14886	MAMDC4	9	137022655	137031086
13507	EDF1	9	137036575	137033069
12981	TRAF2	9	137056801	137096903
4490	FBXW5	9	137115010	137110724
7828	C8G	9	137115549	137117256
4410	LCN12	9	137122604	137125785
14518	PTGDS	9	137147792	137152030
15690	LCNL1	9	137152192	137156047
8663	PAXX	9	137162706	137164264
